Elapsed time,200,Non HTTP response code: java.net.SocketException
16:02:57.600,500.0000000000002,
16:02:57.660,583.3333333333334,
16:02:57.720,816.6666666666662,
16:02:57.780,616.6666666666666,
16:02:57.840,600.0,
16:02:57.900,550.0000000000001,
16:02:57.960,783.3333333333329,
16:02:58.20,849.9999999999994,
16:02:58.80,816.6666666666662,
16:02:58.140,1016.6666666666657,
16:02:58.200,766.6666666666663,
16:02:58.260,999.9999999999991,
16:02:58.320,983.3333333333325,
16:02:58.380,949.9999999999992,
16:02:58.440,783.3333333333329,
16:02:58.500,600.0,
16:02:58.560,1049.999999999999,
16:02:58.620,933.3333333333326,
16:02:58.680,966.6666666666658,
16:02:58.740,1033.3333333333323,
16:02:58.800,933.3333333333326,
16:02:58.860,1183.333333333333,
16:02:58.920,933.3333333333326,
16:02:58.980,999.9999999999991,
16:02:59.40,983.3333333333325,
16:02:59.100,583.3333333333334,
16:02:59.160,1116.666666666666,
16:02:59.220,1083.3333333333326,
16:02:59.280,1066.6666666666658,
16:02:59.340,999.9999999999991,
16:02:59.400,1049.999999999999,
16:02:59.460,933.3333333333326,
16:02:59.520,966.6666666666658,
16:02:59.580,916.666666666666,
16:02:59.640,883.3333333333327,
16:02:59.700,966.6666666666658,
16:02:59.760,1083.3333333333326,
16:02:59.820,1033.3333333333323,
16:02:59.880,1049.999999999999,
16:02:59.940,1083.3333333333326,
16:03:00.0,983.3333333333325,
16:03:00.60,1033.3333333333323,
16:03:00.120,1066.6666666666658,
16:03:00.180,1166.6666666666663,
16:03:00.240,816.6666666666662,
16:03:00.300,1049.999999999999,
16:03:00.360,816.6666666666662,
16:03:00.420,999.9999999999991,
16:03:00.480,949.9999999999992,
16:03:00.540,849.9999999999994,
16:03:00.600,783.3333333333329,
16:03:00.660,949.9999999999992,
16:03:00.720,899.9999999999993,
16:03:00.780,433.3333333333335,
16:03:00.840,766.6666666666663,
16:03:00.900,583.3333333333334,
16:03:00.960,949.9999999999992,
16:03:01.20,849.9999999999994,
16:03:01.80,683.3333333333331,
16:03:01.140,699.9999999999998,
16:03:01.200,683.3333333333331,
16:03:01.260,983.3333333333325,
16:03:01.320,933.3333333333326,
16:03:01.380,949.9999999999992,
16:03:01.440,833.3333333333328,
16:03:01.500,983.3333333333325,
16:03:01.560,749.9999999999997,
16:03:01.620,983.3333333333325,
16:03:01.680,1099.9999999999993,
16:03:01.740,1116.666666666666,
16:03:01.800,1033.3333333333323,
16:03:01.860,1049.999999999999,
16:03:01.920,1066.6666666666658,
16:03:01.980,999.9999999999991,
16:03:02.40,949.9999999999992,
16:03:02.100,1016.6666666666657,
16:03:02.160,383.3333333333334,
16:03:02.220,1049.999999999999,
16:03:02.280,1066.6666666666658,
16:03:02.340,1049.999999999999,
16:03:02.400,1099.9999999999993,
16:03:02.460,1149.9999999999995,
16:03:02.520,1116.666666666666,
16:03:02.580,849.9999999999994,
16:03:02.640,1033.3333333333323,
16:03:02.700,899.9999999999993,
16:03:02.760,866.6666666666661,
16:03:02.820,983.3333333333325,
16:03:02.880,1066.6666666666658,
16:03:02.940,999.9999999999991,
16:03:03.0,1133.3333333333328,
16:03:03.60,949.9999999999992,
16:03:03.120,1066.6666666666658,
16:03:03.180,1049.999999999999,
16:03:03.240,1016.6666666666657,
16:03:03.300,1066.6666666666658,
16:03:03.360,1099.9999999999993,
16:03:03.420,949.9999999999992,
16:03:03.480,999.9999999999991,
16:03:03.540,1066.6666666666658,
16:03:03.600,966.6666666666658,
16:03:03.660,966.6666666666658,
16:03:03.720,1083.3333333333326,
16:03:03.780,983.3333333333325,
16:03:03.840,866.6666666666661,
16:03:03.900,949.9999999999992,
16:03:03.960,1049.999999999999,
16:03:04.20,1266.6666666666667,
16:03:04.80,1033.3333333333323,
16:03:04.140,1066.6666666666658,
16:03:04.200,1199.9999999999998,
16:03:04.260,1083.3333333333326,
16:03:04.320,933.3333333333326,
16:03:04.380,983.3333333333325,
16:03:04.440,1049.999999999999,
16:03:04.500,1149.9999999999995,
16:03:04.560,966.6666666666658,
16:03:04.620,966.6666666666658,
16:03:04.680,983.3333333333325,
16:03:04.740,1116.666666666666,
16:03:04.800,1066.6666666666658,
16:03:04.860,1099.9999999999993,
16:03:04.920,1066.6666666666658,
16:03:04.980,883.3333333333327,
16:03:05.40,1083.3333333333326,
16:03:05.100,1049.999999999999,
16:03:05.160,1066.6666666666658,
16:03:05.220,1149.9999999999995,
16:03:05.280,1033.3333333333323,
16:03:05.340,866.6666666666661,
16:03:05.400,1099.9999999999993,
16:03:05.460,1066.6666666666658,
16:03:05.520,899.9999999999993,
16:03:05.580,1066.6666666666658,
16:03:05.640,949.9999999999992,
16:03:05.700,983.3333333333325,
16:03:05.760,1366.6666666666672,
16:03:05.820,1066.6666666666658,
16:03:05.880,1033.3333333333323,
16:03:05.940,1049.999999999999,
16:03:06.0,999.9999999999991,
16:03:06.60,899.9999999999993,
16:03:06.120,966.6666666666658,
16:03:06.180,1116.666666666666,
16:03:06.240,849.9999999999994,
16:03:06.300,883.3333333333327,
16:03:06.360,849.9999999999994,
16:03:06.420,949.9999999999992,
16:03:06.480,933.3333333333326,
16:03:06.540,1083.3333333333326,
16:03:06.600,966.6666666666658,
16:03:06.660,1033.3333333333323,
16:03:06.720,949.9999999999992,
16:03:06.780,1116.666666666666,
16:03:06.840,1033.3333333333323,
16:03:06.900,1083.3333333333326,
16:03:06.960,1116.666666666666,
16:03:07.20,1016.6666666666657,
16:03:07.80,1099.9999999999993,
16:03:07.140,1049.999999999999,
16:03:07.200,1133.3333333333328,
16:03:07.260,933.3333333333326,
16:03:07.320,1133.3333333333328,
16:03:07.380,1133.3333333333328,
16:03:07.440,983.3333333333325,
16:03:07.500,1099.9999999999993,
16:03:07.560,699.9999999999998,
16:03:07.620,433.3333333333335,
16:03:07.680,566.6666666666667,
16:03:07.740,1083.3333333333326,
16:03:07.800,1083.3333333333326,
16:03:07.860,883.3333333333327,
16:03:07.920,1033.3333333333323,
16:03:07.980,666.6666666666665,
16:03:08.40,1049.999999999999,
16:03:08.100,1566.666666666668,
16:03:08.160,1250.0,
16:03:08.220,1433.3333333333342,
16:03:08.280,1250.0,
16:03:08.340,1450.000000000001,
16:03:08.400,849.9999999999994,
16:03:08.460,1049.999999999999,
16:03:08.520,999.9999999999991,
16:03:08.580,999.9999999999991,
16:03:08.640,1016.6666666666657,
16:03:08.700,949.9999999999992,
16:03:08.760,999.9999999999991,
16:03:08.820,966.6666666666658,
16:03:08.880,1116.666666666666,
16:03:08.940,833.3333333333328,
16:03:09.0,1183.333333333333,
16:03:09.60,1250.0,
16:03:09.120,1099.9999999999993,
16:03:09.180,1250.0,
16:03:09.240,1049.999999999999,
16:03:09.300,1116.666666666666,
16:03:09.360,1049.999999999999,
16:03:09.420,1016.6666666666657,
16:03:09.480,799.9999999999995,
16:03:09.540,1066.6666666666658,
16:03:09.600,1099.9999999999993,
16:03:09.660,1166.6666666666663,
16:03:09.720,1183.333333333333,
16:03:09.780,1300.0000000000002,
16:03:09.840,1099.9999999999993,
16:03:09.900,916.666666666666,
16:03:09.960,1066.6666666666658,
16:03:10.20,916.666666666666,
16:03:10.80,849.9999999999994,
16:03:10.140,949.9999999999992,
16:03:10.200,1016.6666666666657,
16:03:10.260,1199.9999999999998,
16:03:10.320,1099.9999999999993,
16:03:10.380,1066.6666666666658,
16:03:10.440,1383.333333333334,
16:03:10.500,1033.3333333333323,
16:03:10.560,933.3333333333326,
16:03:10.620,999.9999999999991,
16:03:10.680,999.9999999999991,
16:03:10.740,1083.3333333333326,
16:03:10.800,1133.3333333333328,
16:03:10.860,1149.9999999999995,
16:03:10.920,1149.9999999999995,
16:03:10.980,1066.6666666666658,
16:03:11.40,1099.9999999999993,
16:03:11.100,999.9999999999991,
16:03:11.160,866.6666666666661,
16:03:11.220,999.9999999999991,
16:03:11.280,949.9999999999992,
16:03:11.340,883.3333333333327,
16:03:11.400,899.9999999999993,
16:03:11.460,716.6666666666664,
16:03:11.520,999.9999999999991,
16:03:11.580,916.666666666666,
16:03:11.640,916.666666666666,
16:03:11.700,1099.9999999999993,
16:03:11.760,983.3333333333325,
16:03:11.820,949.9999999999992,
16:03:11.880,883.3333333333327,
16:03:11.940,1183.333333333333,
16:03:12.0,1049.999999999999,
16:03:12.60,1049.999999999999,
16:03:12.120,1033.3333333333323,
16:03:12.180,1049.999999999999,
16:03:12.240,1066.6666666666658,
16:03:12.300,949.9999999999992,
16:03:12.360,983.3333333333325,
16:03:12.420,983.3333333333325,
16:03:12.480,999.9999999999991,383.3333333333334
16:03:12.540,1350.0000000000005,
16:03:12.600,83.33333333333334,350.00000000000006
16:03:12.660,199.99999999999997,
16:03:12.720,266.66666666666663,
16:03:12.780,450.00000000000017,
16:03:12.840,999.9999999999991,
16:03:12.900,1083.3333333333326,
16:03:12.960,649.9999999999999,
16:03:13.80,50.0,
16:03:13.140,333.33333333333337,
